mRNA_ID	Length
Pavir.9NG262800.1.v5.1	2087
Pavir.9NG262873.1.v5.1	168
Pavir.9NG262946.1.v5.1	1914
Pavir.9NG263000.2.v5.1	1301
Pavir.9NG263019.1.v5.1	1056
Pavir.9NG263200.2.v5.1	1429
Pavir.9NG263273.1.v5.1	1500
Pavir.9NG263600.1.v5.1	3366
Pavir.9NG263800.1.v5.1	444
Pavir.9NG263873.1.v5.1	672
Pavir.9NG264000.1.v5.1	501
Pavir.9NG264100.1.v5.1	1285
Pavir.9NG264200.1.v5.1	567
Pavir.9NG264300.2.v5.1	489
Pavir.9NG264400.1.v5.1	2717
Pavir.9NG264500.1.v5.1	2334
Pavir.9NG264600.1.v5.1	228
Pavir.9NG264700.1.v5.1	1449
Pavir.9NG264800.1.v5.1	1423
Pavir.9NG264900.1.v5.1	558
Pavir.9NG265000.1.v5.1	675
Pavir.9NG265100.1.v5.1	944
Pavir.9NG265200.2.v5.1	2326
Pavir.9NG265273.1.v5.1	477
Pavir.9NG265400.1.v5.1	2299
Pavir.9NG265600.3.v5.1	2986
Pavir.9NG265900.1.v5.1	1713
Pavir.9NG266000.1.v5.1	2850
Pavir.9NG266200.7.v5.1	1997
Pavir.9NG266273.1.v5.1	591
Pavir.9NG266500.6.v5.1	3241
Pavir.9NG266573.1.v5.1	237
Pavir.9NG266600.5.v5.1	885
Pavir.9NG266673.1.v5.1	972
Pavir.9NG266800.1.v5.1	1471
Pavir.9NG267000.1.v5.1	186
Pavir.9NG267073.1.v5.1	306
Pavir.9NG267200.9.v5.1	4029
Pavir.9NG267273.1.v5.1	732
Pavir.9NG267346.1.v5.1	1308
Pavir.9NG267400.1.v5.1	2069
Pavir.9NG267500.1.v5.1	1092
Pavir.9NG267700.2.v5.1	1951
Pavir.9NG267773.1.v5.1	1545
Pavir.9NG268000.1.v5.1	5573
Pavir.9NG268073.2.v5.1	2181
Pavir.9NG268146.1.v5.1	516
Pavir.9NG268200.1.v5.1	1795
Pavir.9NG268219.1.v5.1	2273
Pavir.9NG268292.1.v5.1	438
Pavir.9NG268400.1.v5.1	645
Pavir.9NG268500.1.v5.1	1323
Pavir.9NG268573.2.v5.1	2196
Pavir.9NG268646.1.v5.1	1516
Pavir.9NG268700.1.v5.1	3113
Pavir.9NG268719.5.v5.1	16282
Pavir.9NG268800.3.v5.1	1529
Pavir.9NG269200.1.v5.1	1315
Pavir.9NG269300.1.v5.1	975
Pavir.9NG269373.1.v5.1	2143
Pavir.9NG269600.1.v5.1	1139
Pavir.9NG269673.1.v5.1	1136
Pavir.9NG269746.1.v5.1	464
Pavir.9NG269900.1.v5.1	1710
Pavir.9NG270000.1.v5.1	1449
Pavir.9NG270073.1.v5.1	1050
Pavir.9NG270146.1.v5.1	201
Pavir.9NG270219.1.v5.1	1069
Pavir.9NG277800.5.v5.1	574
Pavir.9NG277814.1.v5.1	339
Pavir.9NG277828.1.v5.1	222
Pavir.9NG278000.1.v5.1	342
Pavir.9NG278014.1.v5.1	903
Pavir.9NG281600.2.v5.1	1230
Pavir.9NG281673.2.v5.1	1697
Pavir.9NG281746.1.v5.1	1506
Pavir.9NG281900.1.v5.1	1117
Pavir.9NG282000.1.v5.1	927
Pavir.9NG282073.1.v5.1	636
Pavir.9NG282100.9.v5.1	3182
Pavir.9NG282173.1.v5.1	659
Pavir.9NG282300.1.v5.1	1333
Pavir.9NG282400.5.v5.1	1471
Pavir.9NG282473.1.v5.1	1002
Pavir.9NG282600.3.v5.1	1706
Pavir.9NG282700.2.v5.1	1816
Pavir.9NG282800.1.v5.1	1468
Pavir.9NG282900.3.v5.1	2039
Pavir.9NG283100.1.v5.1	1641
Pavir.9NG283173.1.v5.1	480
Pavir.9NG283200.1.v5.1	778
Pavir.9NG283300.2.v5.1	1359
Pavir.9NG283500.1.v5.1	2419
Pavir.9NG283600.2.v5.1	688
Pavir.9NG283700.1.v5.1	1291
Pavir.9NG283900.1.v5.1	2029
Pavir.9NG283973.1.v5.1	371
Pavir.9NG284000.1.v5.1	303
Pavir.9NG284046.1.v5.1	894
Pavir.9NG284073.1.v5.1	114
Pavir.9NG284100.3.v5.1	7343
Pavir.9NG284119.1.v5.1	622
Pavir.9NG284173.1.v5.1	3340
Pavir.9NG284200.1.v5.1	2104
Pavir.9NG291800.1.v5.1	1194
Pavir.9NG291873.1.v5.1	315
Pavir.9NG292200.4.v5.1	597
Pavir.9NG292300.1.v5.1	1824
Pavir.9NG292400.1.v5.1	1073
Pavir.9NG292500.1.v5.1	1256
Pavir.9NG292600.1.v5.1	5367
Pavir.9NG292673.1.v5.1	1008
Pavir.9NG292700.1.v5.1	718
Pavir.9NG292746.1.v5.1	954
Pavir.9NG292800.1.v5.1	2515
Pavir.9NG292900.1.v5.1	2878
Pavir.9NG293000.2.v5.1	891
Pavir.9NG293200.16.v5.1	5283
Pavir.9NG293300.6.v5.1	3693
Pavir.9NG293400.1.v5.1	3225
Pavir.9NG293500.2.v5.1	1846
Pavir.9NG293600.5.v5.1	1584
Pavir.9NG293700.2.v5.1	3100
Pavir.9NG293800.1.v5.1	724
Pavir.9NG293900.1.v5.1	1222
Pavir.9NG294000.1.v5.1	1234
Pavir.9NG294100.1.v5.1	1749
Pavir.9NG294200.1.v5.1	3445
Pavir.9NG294300.1.v5.1	944
Pavir.9NG294400.2.v5.1	354
Pavir.9NG294600.1.v5.1	1566
Pavir.9NG294800.1.v5.1	2324
Pavir.9NG294900.2.v5.1	795
Pavir.9NG295000.2.v5.1	1601
Pavir.9NG295073.1.v5.1	2393
Pavir.9NG295146.1.v5.1	1497
Pavir.9NG295300.1.v5.1	874
Pavir.9NG295400.1.v5.1	2719
Pavir.9NG295473.1.v5.1	1241
Pavir.9NG295700.1.v5.1	1270
Pavir.9NG295773.1.v5.1	306
Pavir.9NG295900.1.v5.1	1982
Pavir.9NG296000.1.v5.1	1895
Pavir.9NG296100.5.v5.1	3235
Pavir.9NG296200.1.v5.1	249
Pavir.9NG296300.1.v5.1	754
Pavir.9NG296400.2.v5.1	1615
Pavir.9NG296500.1.v5.1	1019
Pavir.9NG296573.1.v5.1	1062
Pavir.9NG296700.1.v5.1	2186
Pavir.9NG296773.12.v5.1	3691
Pavir.9NG296846.1.v5.1	900
Pavir.9NG296900.4.v5.1	2975
Pavir.9NG296973.1.v5.1	253
Pavir.9NG297100.3.v5.1	2854
Pavir.9NG297200.1.v5.1	1131
Pavir.9NG297273.1.v5.1	1271
Pavir.9NG297500.1.v5.1	2234
Pavir.9NG297573.1.v5.1	729
Pavir.9NG297800.2.v5.1	1448
Pavir.9NG297900.1.v5.1	819
Pavir.9NG297973.1.v5.1	1422
Pavir.9NG298046.1.v5.1	385
Pavir.9NG298119.1.v5.1	964
Pavir.9NG298192.1.v5.1	1040
Pavir.9NG298600.1.v5.1	2404
Pavir.9NG298700.1.v5.1	3440
Pavir.9NG298900.1.v5.1	3960
Pavir.9NG299200.2.v5.1	4813
Pavir.9NG299273.1.v5.1	693
Pavir.9NG299300.1.v5.1	2004
Pavir.9NG299346.1.v5.1	618
Pavir.9NG299400.3.v5.1	5683
Pavir.9NG299600.1.v5.1	4349
Pavir.9NG299800.3.v5.1	1047
Pavir.9NG299900.1.v5.1	1230
Pavir.9NG300000.1.v5.1	1567
Pavir.9NG300100.1.v5.1	1548
Pavir.9NG300200.1.v5.1	1384
Pavir.9NG300300.2.v5.1	576
Pavir.9NG300600.4.v5.1	3214
Pavir.9NG300700.2.v5.1	1425
Pavir.9NG300773.1.v5.1	1947
Pavir.9NG300900.1.v5.1	1338
Pavir.9NG301000.1.v5.1	4470
Pavir.9NG301073.1.v5.1	1090
Pavir.9NG301300.4.v5.1	719
Pavir.9NG301500.1.v5.1	1215
Pavir.9NG301600.2.v5.1	1635
Pavir.9NG301800.1.v5.1	502
Pavir.9NG301873.1.v5.1	432
Pavir.9NG301946.1.v5.1	627
Pavir.9NG302300.1.v5.1	1416
Pavir.9NG302400.10.v5.1	3792
Pavir.9NG302500.1.v5.1	354
Pavir.9NG302700.1.v5.1	1288
Pavir.9NG302900.2.v5.1	3708
Pavir.9NG303200.1.v5.1	1168
Pavir.9NG303214.1.v5.1	318
Pavir.9NG303228.1.v5.1	249
Pavir.9NG303242.2.v5.1	1461
Pavir.9NG303256.1.v5.1	822
Pavir.9NG303270.1.v5.1	1327
Pavir.9NG303284.3.v5.1	2299
Pavir.9NG303300.1.v5.1	1387
Pavir.9NG303400.10.v5.1	1582
Pavir.9NG303500.3.v5.1	2189
Pavir.9NG303700.1.v5.1	1849
Pavir.9NG303800.1.v5.1	863
Pavir.9NG303814.2.v5.1	1448
Pavir.9NG304000.2.v5.1	2431
Pavir.9NG304014.1.v5.1	960
Pavir.9NG304028.1.v5.1	507
Pavir.9NG304400.1.v5.1	2071
Pavir.9NG304473.1.v5.1	3071
Pavir.9NG304500.1.v5.1	552
Pavir.9NG304514.1.v5.1	444
Pavir.9NG304600.5.v5.1	4201
Pavir.9NG304673.2.v5.1	3861
Pavir.9NG304700.1.v5.1	1368
Pavir.9NG304746.1.v5.1	958
Pavir.9NG304800.2.v5.1	1543
Pavir.9NG304819.1.v5.1	498
Pavir.9NG304892.1.v5.1	654
Pavir.9NG304900.1.v5.1	1512
Pavir.9NG305000.1.v5.1	2138
Pavir.9NG305200.1.v5.1	1734
Pavir.9NG305273.1.v5.1	333
Pavir.9NG305300.3.v5.1	1050
Pavir.9NG305400.2.v5.1	1091
Pavir.9NG305500.11.v5.1	3259
Pavir.9NG305800.17.v5.1	4366
Pavir.9NG305900.1.v5.1	2033
Pavir.9NG306100.1.v5.1	2111
Pavir.9NG306173.1.v5.1	2502
Pavir.9NG306600.1.v5.1	1941
Pavir.9NG306700.4.v5.1	3607
Pavir.9NG306800.2.v5.1	3452
Pavir.9NG306900.1.v5.1	2387
Pavir.9NG307000.2.v5.1	2350
Pavir.9NG307200.16.v5.1	3831
Pavir.9NG307300.2.v5.1	1088
Pavir.9NG307400.1.v5.1	1856
Pavir.9NG307500.3.v5.1	1606
Pavir.9NG307600.2.v5.1	1566
Pavir.9NG307700.1.v5.1	850
Pavir.9NG307773.1.v5.1	2749
Pavir.9NG307800.1.v5.1	2630
Pavir.9NG307846.1.v5.1	924
Pavir.9NG307900.1.v5.1	270
Pavir.9NG307919.1.v5.1	192
Pavir.9NG307992.1.v5.1	927
Pavir.9NG308100.1.v5.1	892
Pavir.9NG308173.1.v5.1	1245
Pavir.9NG308200.2.v5.1	1296
Pavir.9NG308400.2.v5.1	871
Pavir.9NG308600.4.v5.1	2483
Pavir.9NG308700.1.v5.1	1370
Pavir.9NG309000.2.v5.1	2787
Pavir.9NG309073.2.v5.1	1918
Pavir.9NG309200.1.v5.1	1212
Pavir.9NG309300.20.v5.1	4346
Pavir.9NG309500.7.v5.1	3512
Pavir.9NG309600.1.v5.1	804
Pavir.9NG309700.2.v5.1	1097
Pavir.9NG309900.2.v5.1	518
Pavir.9NG310100.1.v5.1	2874
Pavir.9NG310173.1.v5.1	387
Pavir.9NG310300.1.v5.1	3360
Pavir.9NG310400.3.v5.1	3087
Pavir.9NG310500.1.v5.1	1002
Pavir.9NG310573.1.v5.1	318
Pavir.9NG310646.1.v5.1	1451
Pavir.9NG310900.3.v5.1	2291
Pavir.9NG310973.1.v5.1	468
Pavir.9NG311046.1.v5.1	1199
Pavir.9NG311100.2.v5.1	1488
Pavir.9NG311119.2.v5.1	2765
Pavir.9NG311173.1.v5.1	458
Pavir.9NG311366.1.v5.1	216
Pavir.9NG311500.1.v5.1	1373
Pavir.9NG311700.1.v5.1	1908
Pavir.9NG311800.2.v5.1	1274
Pavir.9NG311900.1.v5.1	2329
Pavir.9NG312000.1.v5.1	159
Pavir.9NG312014.1.v5.1	3620
Pavir.9NG312100.4.v5.1	666
Pavir.9NG312114.1.v5.1	1290
Pavir.9NG312128.1.v5.1	1397
Pavir.9NG312142.1.v5.1	378
Pavir.9NG312156.1.v5.1	507
Pavir.9NG312200.2.v5.1	2942
Pavir.9NG312300.2.v5.1	1754
Pavir.9NG312500.1.v5.1	1009
Pavir.9NG312600.2.v5.1	2041
Pavir.9NG312614.1.v5.1	562
Pavir.9NG312628.1.v5.1	255
Pavir.9NG312642.1.v5.1	483
Pavir.9NG313000.1.v5.1	2001
Pavir.9NG313014.1.v5.1	510
Pavir.9NG313028.1.v5.1	708
Pavir.9NG313200.1.v5.1	425
Pavir.9NG313214.1.v5.1	279
Pavir.9NG313400.1.v5.1	1425
Pavir.9NG313500.1.v5.1	1638
Pavir.9NG313600.1.v5.1	1250
Pavir.9NG313700.1.v5.1	3408
Pavir.9NG313714.1.v5.1	1817
Pavir.9NG314000.1.v5.1	2050
Pavir.9NG314014.1.v5.1	720
Pavir.9NG314028.1.v5.1	2400
Pavir.9NG314042.1.v5.1	1451
Pavir.9NG314300.1.v5.1	1966
Pavir.9NG314400.1.v5.1	2095
Pavir.9NG314600.2.v5.1	633
Pavir.9NG314700.1.v5.1	1339
Pavir.9NG314800.2.v5.1	555
Pavir.9NG314814.1.v5.1	480
Pavir.9NG315000.1.v5.1	2138
Pavir.9NG315014.2.v5.1	2787
Pavir.9NG315200.2.v5.1	1538
Pavir.9NG315300.1.v5.1	511
Pavir.9NG315700.1.v5.1	2357
Pavir.9NG315800.1.v5.1	777
Pavir.9NG316100.1.v5.1	1211
Pavir.9NG316300.1.v5.1	2240
Pavir.9NG316373.1.v5.1	1086
Pavir.9NG316400.1.v5.1	627
Pavir.9NG316446.1.v5.1	585
Pavir.9NG316473.1.v5.1	396
Pavir.9NG316500.2.v5.1	738
Pavir.9NG316700.1.v5.1	780
Pavir.9NG316773.1.v5.1	1381
Pavir.9NG316900.1.v5.1	525
Pavir.9NG317000.1.v5.1	780
Pavir.9NG317200.1.v5.1	3232
Pavir.9NG317300.4.v5.1	1195
Pavir.9NG317400.1.v5.1	2031
Pavir.9NG317600.1.v5.1	1923
Pavir.9NG318000.2.v5.1	2778
Pavir.9NG318073.1.v5.1	1038
Pavir.9NG318100.1.v5.1	1075
Pavir.9NG318146.1.v5.1	396
Pavir.9NG318200.2.v5.1	1388
Pavir.9NG318400.2.v5.1	1216
Pavir.9NG318473.1.v5.1	867
Pavir.9NG318500.9.v5.1	4569
Pavir.9NG318600.2.v5.1	417
Pavir.9NG318900.2.v5.1	831
Pavir.9NG319000.1.v5.1	285
Pavir.9NG319014.1.v5.1	1365
Pavir.9NG319028.1.v5.1	759
Pavir.9NG319100.1.v5.1	1734
Pavir.9NG319500.1.v5.1	1123
Pavir.9NG319514.1.v5.1	927
Pavir.9NG319600.5.v5.1	1961
Pavir.9NG319800.1.v5.1	1088
Pavir.9NG319873.1.v5.1	1490
Pavir.9NG320700.3.v5.1	1558
Pavir.9NG320773.1.v5.1	420
Pavir.9NG320800.2.v5.1	1349
Pavir.9NG320846.1.v5.1	1380
Pavir.9NG320900.1.v5.1	680
Pavir.9NG320919.1.v5.1	2511
Pavir.9NG321200.2.v5.1	2220
Pavir.9NG321273.1.v5.1	3778
Pavir.9NG321346.1.v5.1	1278
Pavir.9NG321400.1.v5.1	1735
Pavir.9NG321473.1.v5.1	1117
Pavir.9NG321546.1.v5.1	255
Pavir.9NG321600.2.v5.1	666
Pavir.9NG321800.3.v5.1	2401
Pavir.9NG321900.5.v5.1	3145
Pavir.9NG322100.1.v5.1	799
Pavir.9NG322300.1.v5.1	3050
Pavir.9NG322373.1.v5.1	348
Pavir.9NG322400.2.v5.1	1069
Pavir.9NG322500.2.v5.1	1183
Pavir.9NG322600.1.v5.1	1045
Pavir.9NG322700.1.v5.1	1820
Pavir.9NG322900.2.v5.1	1395
Pavir.9NG323000.2.v5.1	1428
Pavir.9NG323200.1.v5.1	1984
Pavir.9NG323300.1.v5.1	995
Pavir.9NG323400.1.v5.1	1316
Pavir.9NG323473.1.v5.1	353
Pavir.9NG323500.1.v5.1	1762
Pavir.9NG323546.1.v5.1	719
Pavir.9NG323600.2.v5.1	1267
Pavir.9NG323619.1.v5.1	628
Pavir.9NG323692.1.v5.1	693
Pavir.9NG323700.1.v5.1	475
Pavir.9NG323800.3.v5.1	2647
Pavir.9NG324000.2.v5.1	432
Pavir.9NG324073.2.v5.1	1242
Pavir.9NG324100.1.v5.1	256
Pavir.9NG324200.2.v5.1	1950
Pavir.9NG324300.1.v5.1	663
Pavir.9NG324700.2.v5.1	1359
Pavir.9NG324773.3.v5.1	2194
Pavir.9NG324846.1.v5.1	345
Pavir.9NG324919.1.v5.1	1532
Pavir.9NG324992.1.v5.1	668
Pavir.9NG325000.2.v5.1	1543
Pavir.9NG325400.2.v5.1	1069
Pavir.9NG325473.1.v5.1	2028
Pavir.9NG325700.1.v5.1	2163
Pavir.9NG325773.1.v5.1	726
Pavir.9NG325846.1.v5.1	2464
Pavir.9NG326100.2.v5.1	741
Pavir.9NG326300.4.v5.1	3417
Pavir.9NG326373.1.v5.1	703
Pavir.9NG326446.1.v5.1	582
Pavir.9NG326600.7.v5.1	3037
Pavir.9NG326800.2.v5.1	2604
Pavir.9NG326900.1.v5.1	2580
Pavir.9NG326973.1.v5.1	1380
Pavir.9NG327000.1.v5.1	1647
Pavir.9NG327046.1.v5.1	720
Pavir.9NG327073.1.v5.1	627
Pavir.9NG327100.13.v5.1	3645
Pavir.9NG327119.1.v5.1	411
Pavir.9NG327173.1.v5.1	444
Pavir.9NG327300.1.v5.1	1325
Pavir.9NG327600.2.v5.1	1208
Pavir.9NG327673.1.v5.1	1365
Pavir.9NG327700.1.v5.1	1069
Pavir.9NG327746.1.v5.1	903
Pavir.9NG327800.1.v5.1	688
Pavir.9NG327900.1.v5.1	638
Pavir.9NG328000.1.v5.1	766
Pavir.9NG328600.1.v5.1	3812
Pavir.9NG328800.3.v5.1	648
Pavir.9NG328873.1.v5.1	1884
Pavir.9NG330700.1.v5.1	1237
Pavir.9NG330773.2.v5.1	2840
Pavir.9NG330846.1.v5.1	1773
Pavir.9NG330919.1.v5.1	573
Pavir.9NG330992.1.v5.1	2030
Pavir.9NG331000.1.v5.1	219
Pavir.9NG331065.2.v5.1	2218
Pavir.9NG331073.1.v5.1	1474
Pavir.9NG331100.2.v5.1	579
Pavir.9NG331138.1.v5.1	1844
Pavir.9NG331146.1.v5.1	718
Pavir.9NG331200.1.v5.1	345
Pavir.9NG331211.1.v5.1	369
Pavir.9NG331219.1.v5.1	1338
Pavir.9NG331273.1.v5.1	270
Pavir.9NG331284.1.v5.1	621
Pavir.9NG331292.1.v5.1	1222
Pavir.9NG331300.2.v5.1	1711
Pavir.9NG331357.1.v5.1	699
Pavir.9NG331365.1.v5.1	156
Pavir.9NG331900.1.v5.1	1374
Pavir.9NG331973.1.v5.1	2918
Pavir.9NG332000.1.v5.1	2214
Pavir.9NG332100.1.v5.1	393
Pavir.9NG332173.1.v5.1	1857
Pavir.9NG332246.1.v5.1	868
Pavir.9NG332500.6.v5.1	1717
Pavir.9NG332600.4.v5.1	3670
Pavir.9NG333000.2.v5.1	1887
Pavir.9NG333073.1.v5.1	560
Pavir.9NG333100.1.v5.1	1596
Pavir.9NG333700.1.v5.1	381
Pavir.9NG333900.2.v5.1	795
Pavir.9NG334000.1.v5.1	1375
Pavir.9NG334700.2.v5.1	1819
Pavir.9NG334773.5.v5.1	4612
Pavir.9NG334800.2.v5.1	552
Pavir.9NG334846.1.v5.1	510
Pavir.9NG334900.1.v5.1	5706
Pavir.9NG334919.1.v5.1	579
Pavir.9NG334992.1.v5.1	736
Pavir.9NG335200.7.v5.1	4161
Pavir.9NG335400.2.v5.1	2031
Pavir.9NG335500.1.v5.1	1039
Pavir.9NG335573.1.v5.1	745
Pavir.9NG335600.1.v5.1	1129
Pavir.9NG335646.1.v5.1	1022
Pavir.9NG335673.1.v5.1	1295
Pavir.9NG335700.2.v5.1	1306
Pavir.9NG335900.1.v5.1	1469
Pavir.9NG336000.3.v5.1	2513
Pavir.9NG336200.4.v5.1	3067
Pavir.9NG336273.1.v5.1	965
Pavir.9NG336300.1.v5.1	1324
Pavir.9NG336346.1.v5.1	819
Pavir.9NG336500.1.v5.1	928
Pavir.9NG336600.1.v5.1	968
Pavir.9NG337900.1.v5.1	2121
Pavir.9NG338000.2.v5.1	1382
Pavir.9NG338100.1.v5.1	1305
Pavir.9NG338200.1.v5.1	1213
Pavir.9NG338273.1.v5.1	462
Pavir.9NG338300.1.v5.1	1905
Pavir.9NG340200.1.v5.1	559
Pavir.9NG340600.3.v5.1	1028
Pavir.9NG340673.1.v5.1	1866
Pavir.9NG340746.1.v5.1	669
Pavir.9NG340800.2.v5.1	1684
Pavir.9NG340873.1.v5.1	363
Pavir.9NG340946.1.v5.1	1788
Pavir.9NG341019.1.v5.1	615
Pavir.9NG341800.1.v5.1	781
Pavir.9NG341900.1.v5.1	1248
Pavir.9NG343600.2.v5.1	1564
Pavir.9NG343673.1.v5.1	213
Pavir.9NG344200.1.v5.1	210
Pavir.9NG344273.1.v5.1	569
Pavir.9NG345100.3.v5.1	703
Pavir.9NG345114.1.v5.1	747
Pavir.9NG345200.2.v5.1	474
Pavir.9NG345214.1.v5.1	492
Pavir.9NG345800.2.v5.1	3495
Pavir.9NG345814.1.v5.1	327
Pavir.9NG346400.1.v5.1	1135
Pavir.9NG346414.1.v5.1	989
Pavir.9NG346500.2.v5.1	1518
Pavir.9NG346514.1.v5.1	478
Pavir.9NG346700.2.v5.1	3280
Pavir.9NG346800.1.v5.1	321
Pavir.9NG346900.1.v5.1	1056
Pavir.9NG347000.2.v5.1	1663
Pavir.9NG347100.1.v5.1	396
Pavir.9NG350500.4.v5.1	1918
Pavir.9NG350514.2.v5.1	1643
Pavir.9NG350528.1.v5.1	210
Pavir.9NG350542.3.v5.1	2915
Pavir.9NG350800.2.v5.1	408
Pavir.9NG351000.1.v5.1	1293
Pavir.9NG351014.1.v5.1	312
Pavir.9NG351028.1.v5.1	1952
Pavir.9NG351200.1.v5.1	1063
Pavir.9NG351214.1.v5.1	321
Pavir.9NG351300.1.v5.1	267
Pavir.9NG352800.1.v5.1	1129
Pavir.9NG352814.1.v5.1	935
Pavir.9NG352828.1.v5.1	3682
Pavir.9NG353200.1.v5.1	1498
Pavir.9NG353214.1.v5.1	264
Pavir.9NG353300.3.v5.1	5301
Pavir.9NG353500.2.v5.1	3364
Pavir.9NG353600.1.v5.1	1404
Pavir.9NG353800.1.v5.1	8530
Pavir.9NG353814.1.v5.1	436
Pavir.9NG353828.1.v5.1	2859
Pavir.9NG353842.1.v5.1	552
Pavir.9NG353856.1.v5.1	1314
Pavir.9NG354200.1.v5.1	1365
Pavir.9NG354400.2.v5.1	621
Pavir.9NG354500.2.v5.1	2174
Pavir.9NG354700.4.v5.1	3582
Pavir.9NG354800.18.v5.1	4096
Pavir.9NG355000.1.v5.1	237
Pavir.9NG355200.5.v5.1	4412
Pavir.9NG355300.2.v5.1	1943
Pavir.9NG355600.6.v5.1	3481
Pavir.9NG355700.2.v5.1	1691
Pavir.9NG355800.6.v5.1	2729
Pavir.9NG356000.1.v5.1	900
Pavir.9NG356100.1.v5.1	1295
Pavir.9NG356500.3.v5.1	796
Pavir.9NG356514.1.v5.1	867
Pavir.9NG356600.15.v5.1	4058
Pavir.9NG356700.1.v5.1	1054
Pavir.9NG356900.2.v5.1	1657
Pavir.9NG357100.1.v5.1	1221
Pavir.9NG357300.1.v5.1	3675
Pavir.9NG357500.1.v5.1	1899
Pavir.9NG357600.1.v5.1	2408
Pavir.9NG357800.1.v5.1	902
Pavir.9NG358300.4.v5.1	1920
Pavir.9NG358600.4.v5.1	1592
Pavir.9NG358700.1.v5.1	575
Pavir.9NG358714.1.v5.1	1794
Pavir.9NG358728.1.v5.1	3599
Pavir.9NG358742.1.v5.1	1655
Pavir.9NG358756.1.v5.1	708
Pavir.9NG358900.1.v5.1	1262
Pavir.9NG358914.1.v5.1	1633
Pavir.9NG359200.3.v5.1	3015
Pavir.9NG359500.3.v5.1	4344
Pavir.9NG359514.3.v5.1	1537
Pavir.9NG359600.4.v5.1	1621
Pavir.9NG359614.2.v5.1	898
Pavir.9NG359700.6.v5.1	6145
Pavir.9NG359900.2.v5.1	213
Pavir.9NG359914.1.v5.1	330
Pavir.9NG360200.1.v5.1	3143
Pavir.9NG360214.1.v5.1	3114
Pavir.9NG360228.1.v5.1	1529
Pavir.9NG360242.1.v5.1	1665
Pavir.9NG360256.1.v5.1	1563
Pavir.9NG360270.1.v5.1	189
Pavir.9NG360284.1.v5.1	2263
Pavir.9NG360500.1.v5.1	909
Pavir.9NG360700.1.v5.1	1272
Pavir.9NG360714.1.v5.1	1871
Pavir.9NG361100.13.v5.1	3549
Pavir.9NG361200.2.v5.1	2490
Pavir.9NG361900.1.v5.1	402
Pavir.9NG361914.1.v5.1	528
Pavir.9NG362100.5.v5.1	4730
Pavir.9NG362114.2.v5.1	1667
Pavir.9NG362128.1.v5.1	648
Pavir.9NG362142.4.v5.1	4073
Pavir.9NG362156.4.v5.1	1807
Pavir.9NG362170.1.v5.1	795
Pavir.9NG362200.1.v5.1	823
Pavir.9NG362214.1.v5.1	1354
Pavir.9NG362300.4.v5.1	1062
Pavir.9NG362400.2.v5.1	1510
Pavir.9NG362600.1.v5.1	1035
Pavir.9NG362614.2.v5.1	736
Pavir.9NG362628.2.v5.1	861
Pavir.9NG362900.1.v5.1	3533
Pavir.9NG362914.2.v5.1	1766
Pavir.9NG363000.1.v5.1	366
Pavir.9NG363100.2.v5.1	1408
Pavir.9NG363200.1.v5.1	3430
Pavir.9NG363400.1.v5.1	3477
Pavir.9NG363800.2.v5.1	3843
Pavir.9NG363900.3.v5.1	1980
Pavir.9NG364100.3.v5.1	1852
Pavir.9NG364300.1.v5.1	3833
Pavir.9NG364314.1.v5.1	338
Pavir.9NG364328.1.v5.1	1765
Pavir.9NG364500.1.v5.1	1965
Pavir.9NG364514.1.v5.1	672
Pavir.9NG364700.5.v5.1	1386
Pavir.9NG364714.1.v5.1	207
Pavir.9NG364728.1.v5.1	1614
Pavir.9NG364800.2.v5.1	1320
Pavir.9NG365100.3.v5.1	2789
Pavir.9NG365400.1.v5.1	1064
Pavir.9NG365414.1.v5.1	1082
Pavir.9NG365600.2.v5.1	2083
Pavir.9NG365700.1.v5.1	489
Pavir.9NG365800.21.v5.1	3783
Pavir.9NG366000.4.v5.1	5635
Pavir.9NG366014.1.v5.1	429
Pavir.9NG366300.1.v5.1	1217
Pavir.9NG366314.1.v5.1	3086
Pavir.9NG366400.1.v5.1	1565
Pavir.9NG366500.1.v5.1	1704
Pavir.9NG366600.13.v5.1	1444
Pavir.9NG366614.15.v5.1	3452
Pavir.9NG366800.2.v5.1	2091
Pavir.9NG366814.1.v5.1	3170
Pavir.9NG366828.1.v5.1	2083
Pavir.9NG366900.1.v5.1	887
Pavir.9NG367000.1.v5.1	1722
Pavir.9NG367200.1.v5.1	881
Pavir.9NG367300.1.v5.1	2133
Pavir.9NG367400.1.v5.1	2124
Pavir.9NG367500.3.v5.1	1292
Pavir.9NG367600.1.v5.1	1079
Pavir.9NG367700.1.v5.1	1868
Pavir.9NG368000.1.v5.1	1401
Pavir.9NG368100.1.v5.1	1966
Pavir.9NG368114.1.v5.1	480
Pavir.9NG368200.1.v5.1	962
Pavir.9NG368300.2.v5.1	3192
Pavir.9NG368500.2.v5.1	1947
Pavir.9NG368514.1.v5.1	954
Pavir.9NG368600.2.v5.1	2041
Pavir.9NG368700.1.v5.1	1809
Pavir.9NG368714.1.v5.1	309
Pavir.9NG368728.1.v5.1	667
Pavir.9NG368800.2.v5.1	1682
Pavir.9NG368814.1.v5.1	318
Pavir.9NG368828.1.v5.1	1497
Pavir.9NG369000.1.v5.1	767
Pavir.9NG369300.2.v5.1	1807
Pavir.9NG369500.2.v5.1	1811
